id,filename,is_ai,generator,category
ai_food_flux_schnell_food_02.png,images/ai/food/flux_schnell_food_02.png,true,Flux Schnell,food
ai_food_gemini_3_pro_food_05.png,images/ai/food/gemini_3_pro_food_05.png,true,Gemini 3 Pro,food
ai_food_seedream_v3_food_03.png,images/ai/food/seedream_v3_food_03.png,true,Seedream,food
ai_food_seedream_v3_food_01.png,images/ai/food/seedream_v3_food_01.png,true,Seedream,food
ai_food_gemini_3_pro_food_07.png,images/ai/food/gemini_3_pro_food_07.png,true,Gemini 3 Pro,food
ai_food_leonardo_phoenix_food_06.png,images/ai/food/leonardo_phoenix_food_06.png,true,Leonardo Phoenix,food
ai_food_gpt_image_1.5_food_02.png,images/ai/food/gpt_image_1.5_food_02.png,true,Gpt,food
ai_food_flux_pro_v1.1_food_06.png,images/ai/food/flux_pro_v1.1_food_06.png,true,Flux Pro v1.1,food
ai_food_flux_pro_v1.1_food_07.png,images/ai/food/flux_pro_v1.1_food_07.png,true,Flux Pro v1.1,food
ai_food_gpt_image_1.5_food_03.png,images/ai/food/gpt_image_1.5_food_03.png,true,Gpt,food
ai_food_leonardo_phoenix_food_07.png,images/ai/food/leonardo_phoenix_food_07.png,true,Leonardo Phoenix,food
ai_food_flux_schnell_food_01.png,images/ai/food/flux_schnell_food_01.png,true,Flux Schnell,food
ai_food_gemini_3_pro_food_06.png,images/ai/food/gemini_3_pro_food_06.png,true,Gemini 3 Pro,food
ai_food_seedream_v3_food_10.png,images/ai/food/seedream_v3_food_10.png,true,Seedream,food
ai_food_seedream_v3_food_04.png,images/ai/food/seedream_v3_food_04.png,true,Seedream,food
ai_food_seedream_v4_food_08.png,images/ai/food/seedream_v4_food_08.png,true,Seedream,food
ai_food_gemini_3_pro_food_02.png,images/ai/food/gemini_3_pro_food_02.png,true,Gemini 3 Pro,food
ai_food_flux_schnell_food_05.png,images/ai/food/flux_schnell_food_05.png,true,Flux Schnell,food
ai_food_leonardo_phoenix_food_03.png,images/ai/food/leonardo_phoenix_food_03.png,true,Leonardo Phoenix,food
ai_food_gpt_image_1.5_food_07.png,images/ai/food/gpt_image_1.5_food_07.png,true,Gpt,food
ai_food_flux_pro_v1.1_food_03.png,images/ai/food/flux_pro_v1.1_food_03.png,true,Flux Pro v1.1,food
ai_food_flux_pro_v1.1_food_02.png,images/ai/food/flux_pro_v1.1_food_02.png,true,Flux Pro v1.1,food
ai_food_gpt_image_1.5_food_06.png,images/ai/food/gpt_image_1.5_food_06.png,true,Gpt,food
ai_food_leonardo_phoenix_food_02.png,images/ai/food/leonardo_phoenix_food_02.png,true,Leonardo Phoenix,food
ai_food_flux_schnell_food_04.png,images/ai/food/flux_schnell_food_04.png,true,Flux Schnell,food
ai_food_flux_schnell_food_10.png,images/ai/food/flux_schnell_food_10.png,true,Flux Schnell,food
ai_food_gemini_3_pro_food_03.png,images/ai/food/gemini_3_pro_food_03.png,true,Gemini 3 Pro,food
ai_food_seedream_v4_food_09.png,images/ai/food/seedream_v4_food_09.png,true,Seedream,food
ai_food_seedream_v3_food_05.png,images/ai/food/seedream_v3_food_05.png,true,Seedream,food
ai_food_seedream_v3_food_07.png,images/ai/food/seedream_v3_food_07.png,true,Seedream,food
ai_food_ideogram_v3_food_09.png,images/ai/food/ideogram_v3_food_09.png,true,Ideogram v3,food
ai_food_gemini_3_pro_food_01.png,images/ai/food/gemini_3_pro_food_01.png,true,Gemini 3 Pro,food
ai_food_flux_schnell_food_06.png,images/ai/food/flux_schnell_food_06.png,true,Flux Schnell,food
ai_food_gpt_image_1.5_food_04.png,images/ai/food/gpt_image_1.5_food_04.png,true,Gpt,food
ai_food_grok_aurora_food_09.png,images/ai/food/grok_aurora_food_09.png,true,Grok Aurora,food
ai_food_gpt_image_1.5_food_10.png,images/ai/food/gpt_image_1.5_food_10.png,true,Gpt,food
ai_food_flux_pro_v1.1_food_01.png,images/ai/food/flux_pro_v1.1_food_01.png,true,Flux Pro v1.1,food
ai_food_grok_aurora_food_08.png,images/ai/food/grok_aurora_food_08.png,true,Grok Aurora,food
ai_food_gpt_image_1.5_food_05.png,images/ai/food/gpt_image_1.5_food_05.png,true,Gpt,food
ai_food_leonardo_phoenix_food_01.png,images/ai/food/leonardo_phoenix_food_01.png,true,Leonardo Phoenix,food
ai_food_flux_schnell_food_07.png,images/ai/food/flux_schnell_food_07.png,true,Flux Schnell,food
ai_food_ideogram_v3_food_08.png,images/ai/food/ideogram_v3_food_08.png,true,Ideogram v3,food
ai_food_seedream_v3_food_06.png,images/ai/food/seedream_v3_food_06.png,true,Seedream,food
ai_food_sd_3.5_large_food_01.png,images/ai/food/sd_3.5_large_food_01.png,true,Sd,food
ai_food_flux_2_flex_food_06.png,images/ai/food/flux_2_flex_food_06.png,true,Flux,food
ai_food_hunyuan_v3_food_08.png,images/ai/food/hunyuan_v3_food_08.png,true,Hunyuan v3,food
ai_food_hunyuan_v3_food_09.png,images/ai/food/hunyuan_v3_food_09.png,true,Hunyuan v3,food
ai_food_flux_2_flex_food_07.png,images/ai/food/flux_2_flex_food_07.png,true,Flux,food
ai_food_sd_3.5_large_food_02.png,images/ai/food/sd_3.5_large_food_02.png,true,Sd,food
ai_food_flux_2_flex_food_05.png,images/ai/food/flux_2_flex_food_05.png,true,Flux,food
ai_food_qwen_2512_food_08.png,images/ai/food/qwen_2512_food_08.png,true,Qwen 2512,food
ai_food_z_image_food_09.png,images/ai/food/z_image_food_09.png,true,Z,food
ai_food_z_image_food_08.png,images/ai/food/z_image_food_08.png,true,Z,food
ai_food_flux_2_flex_food_10.png,images/ai/food/flux_2_flex_food_10.png,true,Flux,food
ai_food_flux_2_flex_food_04.png,images/ai/food/flux_2_flex_food_04.png,true,Flux,food
ai_food_qwen_2512_food_09.png,images/ai/food/qwen_2512_food_09.png,true,Qwen 2512,food
ai_food_sd_3.5_large_food_03.png,images/ai/food/sd_3.5_large_food_03.png,true,Sd,food
ai_food_sd_3.5_large_food_07.png,images/ai/food/sd_3.5_large_food_07.png,true,Sd,food
ai_food_wan_v2.6_food_08.png,images/ai/food/wan_v2.6_food_08.png,true,Wan v2.6,food
ai_food_wan_v2.6_food_09.png,images/ai/food/wan_v2.6_food_09.png,true,Wan v2.6,food
ai_food_flux_2_flex_food_01.png,images/ai/food/flux_2_flex_food_01.png,true,Flux,food
ai_food_sd_3.5_large_food_06.png,images/ai/food/sd_3.5_large_food_06.png,true,Sd,food
ai_food_sd_3.5_large_food_10.png,images/ai/food/sd_3.5_large_food_10.png,true,Sd,food
ai_food_sd_3.5_large_food_04.png,images/ai/food/sd_3.5_large_food_04.png,true,Sd,food
ai_food_recraft_v3_food_09.png,images/ai/food/recraft_v3_food_09.png,true,Recraft v3,food
ai_food_flux_2_flex_food_03.png,images/ai/food/flux_2_flex_food_03.png,true,Flux,food
ai_food_flux_2_flex_food_02.png,images/ai/food/flux_2_flex_food_02.png,true,Flux,food
ai_food_sd_3.5_large_food_05.png,images/ai/food/sd_3.5_large_food_05.png,true,Sd,food
ai_food_recraft_v3_food_08.png,images/ai/food/recraft_v3_food_08.png,true,Recraft v3,food
ai_food_sd_3.5_large_food_08.png,images/ai/food/sd_3.5_large_food_08.png,true,Sd,food
ai_food_recraft_v3_food_05.png,images/ai/food/recraft_v3_food_05.png,true,Recraft v3,food
ai_food_qwen_2512_food_02.png,images/ai/food/qwen_2512_food_02.png,true,Qwen 2512,food
ai_food_wan_v2.6_food_07.png,images/ai/food/wan_v2.6_food_07.png,true,Wan v2.6,food
ai_food_hunyuan_v3_food_01.png,images/ai/food/hunyuan_v3_food_01.png,true,Hunyuan v3,food
ai_food_z_image_food_03.png,images/ai/food/z_image_food_03.png,true,Z,food
ai_food_z_image_food_02.png,images/ai/food/z_image_food_02.png,true,Z,food
ai_food_wan_v2.6_food_06.png,images/ai/food/wan_v2.6_food_06.png,true,Wan v2.6,food
ai_food_qwen_2512_food_03.png,images/ai/food/qwen_2512_food_03.png,true,Qwen 2512,food
ai_food_recraft_v3_food_10.png,images/ai/food/recraft_v3_food_10.png,true,Recraft v3,food
ai_food_sd_3.5_large_food_09.png,images/ai/food/sd_3.5_large_food_09.png,true,Sd,food
ai_food_recraft_v3_food_04.png,images/ai/food/recraft_v3_food_04.png,true,Recraft v3,food
ai_food_recraft_v3_food_06.png,images/ai/food/recraft_v3_food_06.png,true,Recraft v3,food
ai_food_qwen_2512_food_01.png,images/ai/food/qwen_2512_food_01.png,true,Qwen 2512,food
ai_food_wan_v2.6_food_04.png,images/ai/food/wan_v2.6_food_04.png,true,Wan v2.6,food
ai_food_wan_v2.6_food_10.png,images/ai/food/wan_v2.6_food_10.png,true,Wan v2.6,food
ai_food_hunyuan_v3_food_02.png,images/ai/food/hunyuan_v3_food_02.png,true,Hunyuan v3,food
ai_food_z_image_food_01.png,images/ai/food/z_image_food_01.png,true,Z,food
ai_food_hunyuan_v3_food_03.png,images/ai/food/hunyuan_v3_food_03.png,true,Hunyuan v3,food
ai_food_wan_v2.6_food_05.png,images/ai/food/wan_v2.6_food_05.png,true,Wan v2.6,food
ai_food_recraft_v3_food_07.png,images/ai/food/recraft_v3_food_07.png,true,Recraft v3,food
ai_food_recraft_v3_food_03.png,images/ai/food/recraft_v3_food_03.png,true,Recraft v3,food
ai_food_wan_v2.6_food_01.png,images/ai/food/wan_v2.6_food_01.png,true,Wan v2.6,food
ai_food_qwen_2512_food_10.png,images/ai/food/qwen_2512_food_10.png,true,Qwen 2512,food
ai_food_flux_2_flex_food_09.png,images/ai/food/flux_2_flex_food_09.png,true,Flux,food
ai_food_qwen_2512_food_04.png,images/ai/food/qwen_2512_food_04.png,true,Qwen 2512,food
ai_food_hunyuan_v3_food_07.png,images/ai/food/hunyuan_v3_food_07.png,true,Hunyuan v3,food
ai_food_z_image_food_05.png,images/ai/food/z_image_food_05.png,true,Z,food
ai_food_z_image_food_04.png,images/ai/food/z_image_food_04.png,true,Z,food
ai_food_hunyuan_v3_food_06.png,images/ai/food/hunyuan_v3_food_06.png,true,Hunyuan v3,food
ai_food_z_image_food_10.png,images/ai/food/z_image_food_10.png,true,Z,food
ai_food_flux_2_flex_food_08.png,images/ai/food/flux_2_flex_food_08.png,true,Flux,food
ai_food_qwen_2512_food_05.png,images/ai/food/qwen_2512_food_05.png,true,Qwen 2512,food
ai_food_recraft_v3_food_02.png,images/ai/food/recraft_v3_food_02.png,true,Recraft v3,food
ai_food_wan_v2.6_food_02.png,images/ai/food/wan_v2.6_food_02.png,true,Wan v2.6,food
ai_food_qwen_2512_food_07.png,images/ai/food/qwen_2512_food_07.png,true,Qwen 2512,food
ai_food_hunyuan_v3_food_04.png,images/ai/food/hunyuan_v3_food_04.png,true,Hunyuan v3,food
ai_food_z_image_food_06.png,images/ai/food/z_image_food_06.png,true,Z,food
ai_food_hunyuan_v3_food_10.png,images/ai/food/hunyuan_v3_food_10.png,true,Hunyuan v3,food
ai_food_z_image_food_07.png,images/ai/food/z_image_food_07.png,true,Z,food
ai_food_hunyuan_v3_food_05.png,images/ai/food/hunyuan_v3_food_05.png,true,Hunyuan v3,food
ai_food_qwen_2512_food_06.png,images/ai/food/qwen_2512_food_06.png,true,Qwen 2512,food
ai_food_wan_v2.6_food_03.png,images/ai/food/wan_v2.6_food_03.png,true,Wan v2.6,food
ai_food_recraft_v3_food_01.png,images/ai/food/recraft_v3_food_01.png,true,Recraft v3,food
ai_food_ideogram_v3_food_05.png,images/ai/food/ideogram_v3_food_05.png,true,Ideogram v3,food
ai_food_seedream_v4_food_07.png,images/ai/food/seedream_v4_food_07.png,true,Seedream,food
ai_food_glm_image_food_01.png,images/ai/food/glm_image_food_01.png,true,GLM Image,food
ai_food_grok_aurora_food_05.png,images/ai/food/grok_aurora_food_05.png,true,Grok Aurora,food
ai_food_gpt_image_1.5_food_08.png,images/ai/food/gpt_image_1.5_food_08.png,true,Gpt,food
ai_food_gpt_image_1.5_food_09.png,images/ai/food/gpt_image_1.5_food_09.png,true,Gpt,food
ai_food_grok_aurora_food_04.png,images/ai/food/grok_aurora_food_04.png,true,Grok Aurora,food
ai_food_grok_aurora_food_10.png,images/ai/food/grok_aurora_food_10.png,true,Grok Aurora,food
ai_food_seedream_v4_food_06.png,images/ai/food/seedream_v4_food_06.png,true,Seedream,food
ai_food_ideogram_v3_food_10.png,images/ai/food/ideogram_v3_food_10.png,true,Ideogram v3,food
ai_food_ideogram_v3_food_04.png,images/ai/food/ideogram_v3_food_04.png,true,Ideogram v3,food
ai_food_seedream_v3_food_08.png,images/ai/food/seedream_v3_food_08.png,true,Seedream,food
ai_food_seedream_v4_food_04.png,images/ai/food/seedream_v4_food_04.png,true,Seedream,food
ai_food_seedream_v4_food_10.png,images/ai/food/seedream_v4_food_10.png,true,Seedream,food
ai_food_ideogram_v3_food_06.png,images/ai/food/ideogram_v3_food_06.png,true,Ideogram v3,food
ai_food_flux_schnell_food_09.png,images/ai/food/flux_schnell_food_09.png,true,Flux Schnell,food
ai_food_glm_image_food_02.png,images/ai/food/glm_image_food_02.png,true,GLM Image,food
ai_food_grok_aurora_food_06.png,images/ai/food/grok_aurora_food_06.png,true,Grok Aurora,food
ai_food_grok_aurora_food_07.png,images/ai/food/grok_aurora_food_07.png,true,Grok Aurora,food
ai_food_glm_image_food_03.png,images/ai/food/glm_image_food_03.png,true,GLM Image,food
ai_food_flux_schnell_food_08.png,images/ai/food/flux_schnell_food_08.png,true,Flux Schnell,food
ai_food_ideogram_v3_food_07.png,images/ai/food/ideogram_v3_food_07.png,true,Ideogram v3,food
ai_food_seedream_v4_food_05.png,images/ai/food/seedream_v4_food_05.png,true,Seedream,food
ai_food_seedream_v3_food_09.png,images/ai/food/seedream_v3_food_09.png,true,Seedream,food
ai_food_seedream_v4_food_01.png,images/ai/food/seedream_v4_food_01.png,true,Seedream,food
ai_food_ideogram_v3_food_03.png,images/ai/food/ideogram_v3_food_03.png,true,Ideogram v3,food
ai_food_glm_image_food_07.png,images/ai/food/glm_image_food_07.png,true,GLM Image,food
ai_food_grok_aurora_food_03.png,images/ai/food/grok_aurora_food_03.png,true,Grok Aurora,food
ai_food_grok_aurora_food_02.png,images/ai/food/grok_aurora_food_02.png,true,Grok Aurora,food
ai_food_glm_image_food_06.png,images/ai/food/glm_image_food_06.png,true,GLM Image,food
ai_food_ideogram_v3_food_02.png,images/ai/food/ideogram_v3_food_02.png,true,Ideogram v3,food
ai_food_gemini_3_pro_food_08.png,images/ai/food/gemini_3_pro_food_08.png,true,Gemini 3 Pro,food
ai_food_seedream_v4_food_02.png,images/ai/food/seedream_v4_food_02.png,true,Seedream,food
ai_food_leonardo_phoenix_food_09.png,images/ai/food/leonardo_phoenix_food_09.png,true,Leonardo Phoenix,food
ai_food_glm_image_food_10.png,images/ai/food/glm_image_food_10.png,true,GLM Image,food
ai_food_glm_image_food_04.png,images/ai/food/glm_image_food_04.png,true,GLM Image,food
ai_food_flux_pro_v1.1_food_09.png,images/ai/food/flux_pro_v1.1_food_09.png,true,Flux Pro v1.1,food
ai_food_flux_pro_v1.1_food_08.png,images/ai/food/flux_pro_v1.1_food_08.png,true,Flux Pro v1.1,food
ai_food_grok_aurora_food_01.png,images/ai/food/grok_aurora_food_01.png,true,Grok Aurora,food
ai_food_glm_image_food_05.png,images/ai/food/glm_image_food_05.png,true,GLM Image,food
ai_food_leonardo_phoenix_food_08.png,images/ai/food/leonardo_phoenix_food_08.png,true,Leonardo Phoenix,food
ai_food_seedream_v4_food_03.png,images/ai/food/seedream_v4_food_03.png,true,Seedream,food
ai_food_ideogram_v3_food_01.png,images/ai/food/ideogram_v3_food_01.png,true,Ideogram v3,food
ai_food_gemini_3_pro_food_09.png,images/ai/food/gemini_3_pro_food_09.png,true,Gemini 3 Pro,food
ai_animal_flux_pro_v1.1_animal_07.png,images/ai/animal/flux_pro_v1.1_animal_07.png,true,Flux Pro v1.1,animal
ai_animal_seedream_v3_animal_10.png,images/ai/animal/seedream_v3_animal_10.png,true,Seedream,animal
ai_animal_seedream_v3_animal_04.png,images/ai/animal/seedream_v3_animal_04.png,true,Seedream,animal
ai_animal_ideogram_v3_animal_03.png,images/ai/animal/ideogram_v3_animal_03.png,true,Ideogram v3,animal
ai_animal_flux_2_flex_animal_07.png,images/ai/animal/flux_2_flex_animal_07.png,true,Flux,animal
ai_animal_seedream_v4_animal_01.png,images/ai/animal/seedream_v4_animal_01.png,true,Seedream,animal
ai_animal_flux_2_flex_animal_06.png,images/ai/animal/flux_2_flex_animal_06.png,true,Flux,animal
ai_animal_gemini_3_pro_animal_01.png,images/ai/animal/gemini_3_pro_animal_01.png,true,Gemini 3 Pro,animal
ai_animal_ideogram_v3_animal_02.png,images/ai/animal/ideogram_v3_animal_02.png,true,Ideogram v3,animal
ai_animal_seedream_v3_animal_05.png,images/ai/animal/seedream_v3_animal_05.png,true,Seedream,animal
ai_animal_flux_pro_v1.1_animal_06.png,images/ai/animal/flux_pro_v1.1_animal_06.png,true,Flux Pro v1.1,animal
ai_animal_flux_pro_v1.1_animal_04.png,images/ai/animal/flux_pro_v1.1_animal_04.png,true,Flux Pro v1.1,animal
ai_animal_flux_pro_v1.1_animal_10.png,images/ai/animal/flux_pro_v1.1_animal_10.png,true,Flux Pro v1.1,animal
ai_animal_seedream_v3_animal_07.png,images/ai/animal/seedream_v3_animal_07.png,true,Seedream,animal
ai_animal_sd_3.5_large_animal_09.png,images/ai/animal/sd_3.5_large_animal_09.png,true,Sd,animal
ai_animal_gemini_3_pro_animal_03.png,images/ai/animal/gemini_3_pro_animal_03.png,true,Gemini 3 Pro,animal
ai_animal_flux_2_flex_animal_04.png,images/ai/animal/flux_2_flex_animal_04.png,true,Flux,animal
ai_animal_flux_2_flex_animal_10.png,images/ai/animal/flux_2_flex_animal_10.png,true,Flux,animal
ai_animal_seedream_v4_animal_03.png,images/ai/animal/seedream_v4_animal_03.png,true,Seedream,animal
ai_animal_seedream_v4_animal_02.png,images/ai/animal/seedream_v4_animal_02.png,true,Seedream,animal
ai_animal_flux_2_flex_animal_05.png,images/ai/animal/flux_2_flex_animal_05.png,true,Flux,animal
ai_animal_gemini_3_pro_animal_02.png,images/ai/animal/gemini_3_pro_animal_02.png,true,Gemini 3 Pro,animal
ai_animal_ideogram_v3_animal_01.png,images/ai/animal/ideogram_v3_animal_01.png,true,Ideogram v3,animal
ai_animal_sd_3.5_large_animal_08.png,images/ai/animal/sd_3.5_large_animal_08.png,true,Sd,animal
ai_animal_seedream_v3_animal_06.png,images/ai/animal/seedream_v3_animal_06.png,true,Seedream,animal
ai_animal_flux_pro_v1.1_animal_05.png,images/ai/animal/flux_pro_v1.1_animal_05.png,true,Flux Pro v1.1,animal
ai_animal_seedream_v3_animal_02.png,images/ai/animal/seedream_v3_animal_02.png,true,Seedream,animal
ai_animal_flux_pro_v1.1_animal_01.png,images/ai/animal/flux_pro_v1.1_animal_01.png,true,Flux Pro v1.1,animal
ai_animal_gemini_3_pro_animal_06.png,images/ai/animal/gemini_3_pro_animal_06.png,true,Gemini 3 Pro,animal
ai_animal_ideogram_v3_animal_05.png,images/ai/animal/ideogram_v3_animal_05.png,true,Ideogram v3,animal
ai_animal_flux_2_flex_animal_01.png,images/ai/animal/flux_2_flex_animal_01.png,true,Flux,animal
ai_animal_seedream_v4_animal_06.png,images/ai/animal/seedream_v4_animal_06.png,true,Seedream,animal
ai_animal_seedream_v4_animal_07.png,images/ai/animal/seedream_v4_animal_07.png,true,Seedream,animal
ai_animal_ideogram_v3_animal_10.png,images/ai/animal/ideogram_v3_animal_10.png,true,Ideogram v3,animal
ai_animal_ideogram_v3_animal_04.png,images/ai/animal/ideogram_v3_animal_04.png,true,Ideogram v3,animal
ai_animal_gemini_3_pro_animal_07.png,images/ai/animal/gemini_3_pro_animal_07.png,true,Gemini 3 Pro,animal
ai_animal_seedream_v3_animal_03.png,images/ai/animal/seedream_v3_animal_03.png,true,Seedream,animal
ai_animal_seedream_v3_animal_01.png,images/ai/animal/seedream_v3_animal_01.png,true,Seedream,animal
ai_animal_flux_pro_v1.1_animal_02.png,images/ai/animal/flux_pro_v1.1_animal_02.png,true,Flux Pro v1.1,animal
ai_animal_gemini_3_pro_animal_05.png,images/ai/animal/gemini_3_pro_animal_05.png,true,Gemini 3 Pro,animal
ai_animal_ideogram_v3_animal_06.png,images/ai/animal/ideogram_v3_animal_06.png,true,Ideogram v3,animal
ai_animal_flux_2_flex_animal_02.png,images/ai/animal/flux_2_flex_animal_02.png,true,Flux,animal
ai_animal_seedream_v4_animal_05.png,images/ai/animal/seedream_v4_animal_05.png,true,Seedream,animal
ai_animal_qwen_2512_animal_08.png,images/ai/animal/qwen_2512_animal_08.png,true,Qwen 2512,animal
ai_animal_qwen_2512_animal_09.png,images/ai/animal/qwen_2512_animal_09.png,true,Qwen 2512,animal
ai_animal_seedream_v4_animal_10.png,images/ai/animal/seedream_v4_animal_10.png,true,Seedream,animal
ai_animal_seedream_v4_animal_04.png,images/ai/animal/seedream_v4_animal_04.png,true,Seedream,animal
ai_animal_flux_2_flex_animal_03.png,images/ai/animal/flux_2_flex_animal_03.png,true,Flux,animal
ai_animal_ideogram_v3_animal_07.png,images/ai/animal/ideogram_v3_animal_07.png,true,Ideogram v3,animal
ai_animal_gemini_3_pro_animal_04.png,images/ai/animal/gemini_3_pro_animal_04.png,true,Gemini 3 Pro,animal
ai_animal_gemini_3_pro_animal_10.png,images/ai/animal/gemini_3_pro_animal_10.png,true,Gemini 3 Pro,animal
ai_animal_flux_pro_v1.1_animal_03.png,images/ai/animal/flux_pro_v1.1_animal_03.png,true,Flux Pro v1.1,animal
ai_animal_flux_schnell_animal_01.png,images/ai/animal/flux_schnell_animal_01.png,true,Flux Schnell,animal
ai_animal_z_image_animal_06.png,images/ai/animal/z_image_animal_06.png,true,Z,animal
ai_animal_grok_aurora_animal_10.png,images/ai/animal/grok_aurora_animal_10.png,true,Grok Aurora,animal
ai_animal_grok_aurora_animal_04.png,images/ai/animal/grok_aurora_animal_04.png,true,Grok Aurora,animal
ai_animal_glm_image_animal_06.png,images/ai/animal/glm_image_animal_06.png,true,GLM Image,animal
ai_animal_recraft_v3_animal_02.png,images/ai/animal/recraft_v3_animal_02.png,true,Recraft v3,animal
ai_animal_glm_image_animal_07.png,images/ai/animal/glm_image_animal_07.png,true,GLM Image,animal
ai_animal_recraft_v3_animal_03.png,images/ai/animal/recraft_v3_animal_03.png,true,Recraft v3,animal
ai_animal_grok_aurora_animal_05.png,images/ai/animal/grok_aurora_animal_05.png,true,Grok Aurora,animal
ai_animal_z_image_animal_07.png,images/ai/animal/z_image_animal_07.png,true,Z,animal
ai_animal_flux_schnell_animal_02.png,images/ai/animal/flux_schnell_animal_02.png,true,Flux Schnell,animal
ai_animal_z_image_animal_05.png,images/ai/animal/z_image_animal_05.png,true,Z,animal
ai_animal_grok_aurora_animal_07.png,images/ai/animal/grok_aurora_animal_07.png,true,Grok Aurora,animal
ai_animal_recraft_v3_animal_01.png,images/ai/animal/recraft_v3_animal_01.png,true,Recraft v3,animal
ai_animal_glm_image_animal_05.png,images/ai/animal/glm_image_animal_05.png,true,GLM Image,animal
ai_animal_glm_image_animal_10.png,images/ai/animal/glm_image_animal_10.png,true,GLM Image,animal
ai_animal_glm_image_animal_04.png,images/ai/animal/glm_image_animal_04.png,true,GLM Image,animal
ai_animal_grok_aurora_animal_06.png,images/ai/animal/grok_aurora_animal_06.png,true,Grok Aurora,animal
ai_animal_z_image_animal_10.png,images/ai/animal/z_image_animal_10.png,true,Z,animal
ai_animal_z_image_animal_04.png,images/ai/animal/z_image_animal_04.png,true,Z,animal
ai_animal_flux_schnell_animal_03.png,images/ai/animal/flux_schnell_animal_03.png,true,Flux Schnell,animal
ai_animal_flux_schnell_animal_07.png,images/ai/animal/flux_schnell_animal_07.png,true,Flux Schnell,animal
ai_animal_wan_v2.6_animal_09.png,images/ai/animal/wan_v2.6_animal_09.png,true,Wan v2.6,animal
ai_animal_hunyuan_v3_animal_09.png,images/ai/animal/hunyuan_v3_animal_09.png,true,Hunyuan v3,animal
ai_animal_grok_aurora_animal_02.png,images/ai/animal/grok_aurora_animal_02.png,true,Grok Aurora,animal
ai_animal_recraft_v3_animal_04.png,images/ai/animal/recraft_v3_animal_04.png,true,Recraft v3,animal
ai_animal_recraft_v3_animal_10.png,images/ai/animal/recraft_v3_animal_10.png,true,Recraft v3,animal
ai_animal_gpt_image_1.5_animal_08.png,images/ai/animal/gpt_image_1.5_animal_08.png,true,Gpt,animal
ai_animal_gpt_image_1.5_animal_09.png,images/ai/animal/gpt_image_1.5_animal_09.png,true,Gpt,animal
ai_animal_glm_image_animal_01.png,images/ai/animal/glm_image_animal_01.png,true,GLM Image,animal
ai_animal_recraft_v3_animal_05.png,images/ai/animal/recraft_v3_animal_05.png,true,Recraft v3,animal
ai_animal_grok_aurora_animal_03.png,images/ai/animal/grok_aurora_animal_03.png,true,Grok Aurora,animal
ai_animal_hunyuan_v3_animal_08.png,images/ai/animal/hunyuan_v3_animal_08.png,true,Hunyuan v3,animal
ai_animal_flux_schnell_animal_06.png,images/ai/animal/flux_schnell_animal_06.png,true,Flux Schnell,animal
ai_animal_wan_v2.6_animal_08.png,images/ai/animal/wan_v2.6_animal_08.png,true,Wan v2.6,animal
ai_animal_z_image_animal_01.png,images/ai/animal/z_image_animal_01.png,true,Z,animal
ai_animal_z_image_animal_03.png,images/ai/animal/z_image_animal_03.png,true,Z,animal
ai_animal_flux_schnell_animal_04.png,images/ai/animal/flux_schnell_animal_04.png,true,Flux Schnell,animal
ai_animal_flux_schnell_animal_10.png,images/ai/animal/flux_schnell_animal_10.png,true,Flux Schnell,animal
ai_animal_grok_aurora_animal_01.png,images/ai/animal/grok_aurora_animal_01.png,true,Grok Aurora,animal
ai_animal_leonardo_phoenix_animal_08.png,images/ai/animal/leonardo_phoenix_animal_08.png,true,Leonardo Phoenix,animal
ai_animal_recraft_v3_animal_07.png,images/ai/animal/recraft_v3_animal_07.png,true,Recraft v3,animal
ai_animal_glm_image_animal_03.png,images/ai/animal/glm_image_animal_03.png,true,GLM Image,animal
ai_animal_recraft_v3_animal_06.png,images/ai/animal/recraft_v3_animal_06.png,true,Recraft v3,animal
ai_animal_glm_image_animal_02.png,images/ai/animal/glm_image_animal_02.png,true,GLM Image,animal
ai_animal_leonardo_phoenix_animal_09.png,images/ai/animal/leonardo_phoenix_animal_09.png,true,Leonardo Phoenix,animal
ai_animal_flux_schnell_animal_05.png,images/ai/animal/flux_schnell_animal_05.png,true,Flux Schnell,animal
ai_animal_z_image_animal_02.png,images/ai/animal/z_image_animal_02.png,true,Z,animal
ai_animal_wan_v2.6_animal_06.png,images/ai/animal/wan_v2.6_animal_06.png,true,Wan v2.6,animal
ai_animal_flux_schnell_animal_08.png,images/ai/animal/flux_schnell_animal_08.png,true,Flux Schnell,animal
ai_animal_hunyuan_v3_animal_06.png,images/ai/animal/hunyuan_v3_animal_06.png,true,Hunyuan v3,animal
ai_animal_leonardo_phoenix_animal_10.png,images/ai/animal/leonardo_phoenix_animal_10.png,true,Leonardo Phoenix,animal
ai_animal_leonardo_phoenix_animal_04.png,images/ai/animal/leonardo_phoenix_animal_04.png,true,Leonardo Phoenix,animal
ai_animal_gpt_image_1.5_animal_07.png,images/ai/animal/gpt_image_1.5_animal_07.png,true,Gpt,animal
ai_animal_gpt_image_1.5_animal_06.png,images/ai/animal/gpt_image_1.5_animal_06.png,true,Gpt,animal
ai_animal_leonardo_phoenix_animal_05.png,images/ai/animal/leonardo_phoenix_animal_05.png,true,Leonardo Phoenix,animal
ai_animal_hunyuan_v3_animal_07.png,images/ai/animal/hunyuan_v3_animal_07.png,true,Hunyuan v3,animal
